Rad Flow,Fpv Close,Fpv Open,High,Bypass,Bpv Close,Bpv Open,label
99,4,46,0,43,52,10,1
109,1,52,-3,56,57,2,0
79,0,16,2,43,64,22,0
83,2,38,0,44,44,0,0
79,0,42,13,38,37,0,0
83,0,42,-12,39,41,2,0
76,2,26,0,40,50,10,0
75,0,38,-14,34,36,2,0
83,0,46,-1,35,36,0,0
76,6,38,1,39,37,0,0
79,0,20,31,23,58,34,1
79,0,46,0,33,33,0,0
79,-6,28,6,42,50,8,0
80,0,46,12,35,34,0,0
77,0,-4,9,21,82,62,1
86,0,56,4,30,30,0,0
77,0,46,0,29,30,2,0
88,2,46,0,40,41,2,0
108,0,42,0,67,67,0,0
77,0,44,2,33,33,0,0
78,0,42,6,37,37,0,0
79,4,46,0,33,32,0,0
102,0,70,-2,1,33,32,0
108,0,54,0,53,53,0,0
83,0,42,0,40,41,2,0
83,0,50,26,34,34,0,0
83,0,42,-12,39,41,2,0
104,4,70,-20,1,34,32,0
97,0,46,17,41,51,10,1
76,5,36,0,40,40,0,0
98,0,28,-3,61,70,8,0
83,2,-4,0,46,88,42,0
79,0,20,18,42,58,16,0
77,0,6,-2,22,72,50,1
82,2,54,1,26,28,2,0
92,0,-2,-10,36,94,58,1
77,1,28,16,41,49,8,0
81,0,-6,10,25,89,64,1
77,0,6,-6,40,72,32,0
78,-6,-6,0,41,86,44,0
80,0,24,-12,43,57,14,0
81,0,26,9,45,55,10,0
79,-2,26,-4,23,53,30,1
82,0,-40,-23,26,123,96,1
82,0,54,9,29,28,0,0
82,3,-4,-25,45,87,42,0
102,0,52,7,51,50,0,0
79,0,46,-24,31,33,2,0
81,2,-40,9,5,122,118,0
99,4,42,-1,43,57,14,1
88,4,46,6,43,42,0,0
82,1,-18,-9,26,100,74,1
86,0,46,-1,38,40,2,0
81,0,-18,31,25,99,74,1
88,2,54,25,35,33,0,0
85,1,44,0,40,41,2,0
78,0,-2,5,41,81,40,0
83,0,46,13,37,36,0,0
83,0,-46,0,4,129,126,0
83,0,46,0,37,37,0,0
90,1,50,17,42,41,0,0
87,-2,44,-4,42,43,2,0
98,0,52,-7,42,46,4,1
78,-7,50,2,29,29,0,0
78,0,50,12,29,29,0,0
77,1,50,0,27,28,0,0
104,0,20,14,67,84,16,0
76,0,34,19,39,42,2,0
77,0,28,0,22,48,26,1
81,-4,52,2,30,30,0,0
89,3,42,21,48,48,0,0
79,0,42,14,38,38,0,0
77,0,38,0,39,39,0,0
103,0,18,-15,66,85,20,0
76,0,46,8,31,30,0,0
89,-1,46,-4,41,42,2,0
87,4,38,-2,46,48,2,0
88,0,44,-6,43,44,2,0
86,0,56,0,30,30,0,0
98,-1,42,-1,42,57,14,1
84,-2,44,13,41,41,0,0
88,0,44,10,45,44,0,0
104,0,26,-13,67,78,12,0
77,-1,46,-2,31,31,0,0
81,0,44,7,38,37,0,0
86,0,44,0,41,42,2,0
77,1,36,4,40,41,0,0
79,0,26,12,23,53,30,1
79,3,38,0,39,40,0,0
77,0,-10,-6,21,87,66,1
83,0,42,0,41,41,0,0
81,0,54,4,28,26,0,0
111,1,50,0,61,62,0,0
76,-1,46,0,29,29,0,0
83,0,44,0,38,39,2,0
79,5,6,0,23,74,50,1
96,1,44,5,41,52,12,1
96,0,30,0,59,65,6,0
79,-1,42,0,36,37,2,0
79,0,38,13,41,40,0,0
84,0,-18,0,3,103,100,0
97,0,34,7,60,64,4,0
90,0,26,-3,53,64,12,0
93,6,8,0,37,85,48,1
78,0,-2,3,42,81,40,0
77,0,44,-10,32,34,2,0
103,1,70,-6,1,33,32,0
89,4,44,0,44,45,0,0
92,0,-4,21,36,97,60,1
78,0,2,-6,23,75,52,1
81,0,52,1,29,29,0,0
90,0,42,-6,47,49,2,0
83,5,50,-4,32,33,2,0
96,0,54,-3,41,42,2,0
78,0,46,10,32,32,0,0
95,-3,56,14,40,39,0,0
77,0,52,21,26,25,0,0
79,0,18,0,42,61,18,0
79,0,38,5,41,40,0,0
77,0,46,26,31,30,0,0
88,0,54,0,34,33,0,0
83,0,46,7,37,37,0,0
88,0,2,11,3,86,82,0
78,-2,52,-2,26,26,0,0
79,0,46,0,32,32,0,0
97,0,36,-28,60,61,2,0
79,0,28,1,42,50,8,0
110,2,50,0,60,61,2,0
78,-1,42,-2,37,37,0,0
76,1,46,30,31,30,0,0
81,0,42,19,39,39,0,0
88,-3,56,0,31,31,0,0
83,0,42,8,42,41,0,0
83,-6,-32,-17,4,117,112,0
93,0,16,-2,38,78,40,1
85,0,50,0,36,36,0,0
77,0,44,0,32,34,2,0
91,0,54,0,37,37,0,0
81,-6,50,-8,32,32,0,0
86,0,38,12,48,47,0,0
78,0,54,0,23,24,0,0
91,0,54,-6,35,37,2,0
96,0,56,0,38,39,0,0
86,0,44,7,42,42,0,0
80,0,18,0,43,62,20,0
76,0,36,-19,38,39,2,0
104,-8,28,0,67,76,8,0
74,-7,20,-7,37,54,16,0
76,1,38,0,38,37,0,0
99,0,28,-13,61,70,8,0
81,-2,-14,-16,26,97,70,1
86,-12,46,0,40,40,0,0
76,0,-2,2,20,79,58,1
87,2,52,-4,35,35,0,0
79,0,12,-17,43,66,24,0
96,0,38,-13,41,57,16,1
86,-1,54,21,33,32,0,0
88,0,-2,-15,3,90,88,0
76,-1,38,14,39,37,0,0
75,0,42,1,34,34,0,0
96,-1,50,-2,40,47,6,1
77,0,52,12,26,26,0,0
76,0,38,5,38,37,0,0
102,0,50,-11,51,53,2,0
91,1,50,0,41,42,0,0
76,2,30,25,40,45,6,0
90,7,46,0,44,44,0,0
86,0,38,-5,46,48,2,0
76,-1,42,-30,32,34,2,0
77,3,28,17,41,49,8,0
104,-6,16,-18,67,88,22,0
88,5,38,-1,47,49,2,0
80,0,16,19,43,65,22,0
87,4,56,0,30,30,0,0
77,0,-24,11,22,103,82,1
79,5,38,0,39,41,2,0
81,-2,44,-24,35,37,2,0
80,0,44,11,36,36,0,0
84,0,56,22,28,27,0,0
82,1,-40,14,4,123,120,0
77,0,12,13,21,64,42,1
86,0,38,11,48,47,0,0
79,0,46,14,33,32,0,0
92,-3,44,0,48,48,0,0
108,-1,70,-1,1,38,36,0
78,-3,16,0,23,63,40,1
76,-3,34,-21,38,42,4,0
82,0,44,26,39,38,0,0
77,5,44,6,34,34,0,0
78,-2,30,22,41,47,6,0
79,2,50,9,30,30,0,0
77,0,-20,-19,21,97,76,1
88,0,44,-27,42,44,2,0
97,-3,46,0,42,51,8,1
82,8,54,-3,26,28,2,0
79,0,44,-8,33,35,2,0
92,0,18,7,54,74,20,0
88,0,44,0,42,44,2,0
91,-3,54,-11,35,37,2,0
83,0,44,17,39,39,0,0
86,0,50,22,38,37,0,0
92,0,52,0,36,40,4,1
97,0,50,23,41,48,6,1
86,-1,52,7,35,35,0,0
77,0,26,-2,40,51,10,0
75,0,36,13,37,39,2,0
81,0,46,0,35,35,0,0
88,-1,52,0,36,36,0,0
103,0,72,8,1,31,30,0
76,6,28,-24,40,48,8,0
86,0,56,20,30,29,0,0
107,0,50,0,56,58,2,0
81,0,38,-9,41,43,2,0
77,1,44,20,34,34,0,0
79,0,8,7,42,71,30,0
86,0,52,1,35,34,0,0
80,0,36,-22,43,44,2,0
87,0,54,20,34,33,0,0
98,0,44,6,42,54,12,1
83,0,50,6,34,33,0,0
91,0,50,-2,40,42,2,0
82,0,44,-28,37,38,2,0
83,0,42,-3,39,41,2,0
78,1,50,3,29,29,0,0
104,-2,18,0,67,86,18,0
95,0,44,16,40,51,12,1
83,-4,50,0,32,33,2,0
79,-5,44,5,35,35,0,0
81,0,56,0,25,24,0,0
99,0,50,30,43,49,6,1
81,0,44,-13,35,37,2,0
88,0,44,0,44,44,0,0
77,0,12,7,22,65,42,1
83,0,-4,-10,47,88,42,0
77,-4,16,-9,21,61,40,1
79,0,44,6,35,35,0,0
95,0,46,-1,40,49,8,1
76,0,46,0,29,29,0,0
103,0,20,10,66,82,16,0
85,0,56,0,28,28,0,0
83,1,-42,0,4,126,122,0
75,0,28,-27,38,46,8,0
82,0,54,3,29,28,0,0
86,0,46,3,41,40,0,0
79,-3,38,-5,41,41,0,0
79,0,46,11,33,32,0,0
75,-1,42,0,32,34,2,0
86,0,-10,1,3,96,92,0
81,-7,-40,0,4,123,120,0
84,0,50,-18,33,35,2,0
88,0,46,1,42,41,0,0
80,-1,38,16,43,41,0,0
87,0,0,0,3,87,84,0
78,3,54,16,25,24,0,0
103,0,28,-14,66,75,8,0
81,0,46,35,36,35,0,0
88,0,46,-4,40,42,2,0
104,-6,28,3,67,76,8,0
105,-5,28,0,68,77,8,0
86,0,46,0,38,39,0,0
82,0,42,12,41,41,0,0
77,1,54,15,25,23,0,0
82,0,38,22,45,43,0,0
84,0,50,1,35,35,0,0
77,0,-2,-4,41,80,40,0
87,2,38,-17,46,48,2,0
77,0,44,16,34,34,0,0
86,0,-4,-14,3,91,88,0
76,0,36,0,39,40,2,0
82,0,38,-17,41,43,2,0
89,0,8,6,3,81,78,0
77,0,46,0,30,30,0,0
76,0,42,-28,32,35,2,0
99,0,38,0,42,60,18,1
80,0,50,28,31,31,0,0
86,0,52,10,35,35,0,0
79,0,42,-2,35,37,2,0
97,0,38,-7,57,59,2,0
77,2,42,0,35,35,0,0
82,0,34,-9,45,48,2,0
89,1,46,20,44,42,0,0
79,0,16,6,42,64,22,0
83,0,42,-1,40,41,2,0
95,0,44,0,51,51,0,0
102,0,72,59,1,30,28,0
78,0,10,-15,42,68,26,0
84,0,52,0,31,32,0,0
87,0,44,22,44,43,0,0
95,-2,42,-24,40,54,14,1
78,0,-6,-7,42,86,44,0
77,0,-6,2,21,85,64,1
80,0,6,-26,43,75,32,0
82,0,42,-7,39,41,2,0
109,0,46,0,61,62,0,0
78,0,28,-27,41,50,8,0
103,0,24,0,66,80,14,0
107,0,62,-5,29,45,16,0
85,0,42,-24,42,44,2,0
106,-4,36,0,69,70,2,0
77,0,28,8,21,48,28,1
78,0,-2,4,42,81,40,0
79,0,44,-13,34,35,2,0
83,0,50,2,33,33,0,0
88,-5,46,0,40,41,2,0
105,0,24,11,68,82,14,0
85,-3,-22,0,4,108,104,0
98,-7,46,0,42,51,8,1
83,-5,42,-14,40,42,2,0
95,0,54,-9,40,41,2,0
99,0,50,3,42,49,8,1
100,0,30,-30,64,69,6,0
77,-7,38,0,37,38,2,0
91,0,10,4,53,81,28,0
79,0,46,8,34,33,0,0
86,-6,52,0,35,35,0,0
87,0,54,-13,31,33,2,0
85,0,44,438,41,41,0,0
95,3,8,-30,57,87,30,0
93,0,46,12,48,47,0,0
94,2,46,0,46,48,2,0
108,8,36,0,71,72,0,0
81,0,50,1,32,32,0,0
96,0,44,-6,41,52,12,1
77,-6,38,0,39,38,0,0
77,0,-24,20,21,103,82,1
81,0,12,-4,44,68,24,0
79,1,-2,0,42,82,40,0
77,0,42,0,35,36,0,0
77,0,36,3,40,41,0,0
102,0,52,9,51,50,0,0
79,0,46,5,33,32,0,0
79,0,34,2,42,46,4,0
109,-1,60,0,49,50,0,0
79,0,2,-20,42,76,34,0
89,0,42,0,46,48,2,0
106,5,36,0,69,70,2,0
79,1,38,0,39,40,0,0
83,0,50,21,34,34,0,0
93,6,28,10,55,64,10,0
83,0,44,3,38,39,0,0
86,0,46,16,41,40,0,0
84,0,42,-28,41,43,2,0
97,0,20,-8,60,77,16,0
99,0,50,0,44,50,6,1
89,0,2,-2,3,86,84,0
89,0,44,-15,44,45,2,0
81,0,-4,22,25,86,62,1
96,0,42,0,40,55,14,1
81,1,42,0,38,39,2,0
96,6,50,-1,41,47,6,1
92,4,46,0,45,45,0,0
84,0,20,16,47,63,16,0
81,0,46,11,35,34,0,0
83,-3,46,-5,35,37,2,0
79,8,2,-11,43,77,34,0
86,1,56,6,31,30,0,0
106,1,36,0,69,69,0,0
87,0,50,27,38,38,0,0
92,0,18,25,54,74,20,0
98,0,52,1,42,46,4,1
77,0,-24,-11,21,103,82,1
86,0,46,-16,38,40,2,0
76,0,24,-12,39,52,14,0
77,0,42,0,36,36,0,0
86,0,42,-16,42,44,2,0
86,0,56,0,30,30,0,0
75,0,42,0,32,34,2,0
100,0,42,6,59,59,0,0
88,0,2,8,3,86,82,0
85,0,54,0,31,31,0,0
87,0,56,0,30,30,0,0
106,0,24,14,69,82,14,0
76,0,28,-22,40,48,8,0
82,8,44,0,37,38,2,0
76,0,36,0,39,40,0,0
79,-2,42,-15,36,38,2,0
92,0,0,31,36,92,56,1
79,0,38,-9,38,40,2,0
88,0,50,4,40,39,0,0
76,0,20,-12,40,55,16,0
85,0,42,-7,42,44,2,0
82,-4,50,-3,31,33,2,0
80,2,44,0,36,36,0,0
83,0,44,0,38,39,0,0
77,0,28,8,41,49,8,0
83,-1,46,7,37,37,0,0
77,-5,-10,0,21,87,66,1
78,0,38,0,39,39,0,0
82,0,36,-12,45,46,2,0
83,0,-40,0,4,125,120,0
83,0,50,0,33,34,2,0
86,0,56,1,30,30,0,0
95,0,18,-7,57,77,20,0
80,0,36,2,43,44,2,0
77,0,44,-13,31,33,2,0
83,0,38,-15,41,44,2,0
95,0,46,-27,40,49,8,1
82,0,-4,-19,45,87,42,0
87,0,44,-12,41,43,2,0
85,0,46,-1,38,39,0,0
79,-1,44,22,35,35,0,0
79,-1,42,14,39,38,0,0
83,0,42,0,41,41,0,0
96,0,44,-27,41,52,12,1
77,0,38,-5,22,39,16,1
79,0,38,0,41,40,0,0
83,0,52,-15,30,32,2,0
87,0,50,0,37,38,0,0
81,0,54,3,28,27,0,0
82,0,42,0,39,41,2,0
81,0,56,22,25,24,0,0
99,0,46,0,43,52,10,1
79,0,28,1,41,50,8,0
86,-7,42,-10,42,44,2,0
77,0,-24,-5,41,103,62,0
92,0,26,-3,36,66,30,1
93,0,30,22,55,62,8,0
76,-1,28,-18,40,48,8,0
86,-5,44,-11,40,42,2,0
96,0,46,-20,41,50,8,1
93,8,44,0,49,50,0,0
97,0,44,-7,41,53,12,1
91,0,56,12,35,34,0,0
76,0,42,-21,33,35,2,0
77,8,34,-25,40,43,2,0
80,0,44,-6,35,36,2,0
78,0,10,0,42,68,26,0
86,4,46,0,39,40,0,0
79,0,18,-10,42,61,18,0
89,1,42,19,48,48,0,0
76,0,28,-25,39,47,8,0
82,-4,46,0,36,35,0,0
83,0,52,-10,30,32,2,0
77,1,-10,6,41,88,46,0
79,0,18,-2,43,61,18,0
81,0,46,0,33,35,2,0
104,0,20,-5,67,84,16,0
74,0,34,0,37,41,4,0
102,0,46,0,53,55,2,0
93,0,10,1,55,82,28,0
108,0,44,0,63,64,2,0
77,0,54,0,25,23,0,0
82,0,44,0,38,38,0,0
78,0,50,0,29,29,0,0
100,5,38,-1,60,62,2,0
83,-2,46,-5,35,37,2,0
91,0,2,24,35,88,54,1
106,-1,24,0,69,82,14,0
97,0,50,13,42,48,6,1
77,0,44,0,33,34,0,0
81,0,46,-14,32,34,2,0
77,0,36,5,41,41,0,0
78,0,26,10,41,52,12,0
109,7,26,0,71,83,12,0
77,0,52,5,26,25,0,0
76,0,30,-14,39,45,6,0
106,0,46,0,60,60,0,0
79,0,20,-1,24,59,34,1
106,0,70,-26,1,36,34,0
76,0,36,-29,38,39,2,0
100,0,34,0,64,67,2,0
77,0,-20,-24,41,98,58,0
91,0,2,0,43,88,46,0
108,3,54,-3,53,54,2,0
81,0,-40,346,4,123,120,0
97,0,44,21,41,53,12,1
81,0,12,4,45,68,24,0
84,-5,46,9,39,38,0,0
88,0,52,-2,35,36,0,0
96,5,50,0,41,47,6,1
84,0,26,0,47,58,12,0
76,0,38,0,38,37,0,0
79,0,38,-1,41,41,0,0
85,3,50,0,36,36,0,0
88,0,46,0,41,41,0,0
84,0,-42,0,5,128,124,0
97,0,44,0,41,53,12,1
77,0,-24,-28,41,103,62,0
86,2,44,20,43,42,0,0
90,0,24,-6,52,66,14,0
87,0,50,27,38,38,0,0
98,0,42,0,42,57,14,1
97,-5,50,-15,41,48,6,1
113,0,64,14,48,48,0,0
90,7,8,31,53,82,30,0
90,0,54,-12,34,35,2,0
86,0,42,0,44,45,2,0
79,0,42,0,36,37,2,0
76,0,42,21,35,34,0,0
76,-2,-22,-5,21,99,78,1
75,0,28,43,38,46,8,0
86,2,50,0,36,37,0,0
78,0,20,-20,41,57,16,0
79,0,8,-22,42,71,28,0
88,8,46,0,42,42,0,0
97,0,52,24,41,45,4,1
76,0,18,31,39,58,18,0
79,0,54,0,24,24,0,0
85,2,50,0,35,36,0,0
83,0,34,1,46,50,4,0
76,0,36,-8,38,39,2,0
82,0,34,3,45,48,2,0
82,0,50,21,34,33,0,0
80,0,30,3,43,49,6,0
77,0,38,7,39,38,0,0
95,0,50,8,47,46,0,0
83,0,44,15,39,39,0,0
89,0,38,-30,48,50,2,0
81,0,-42,0,5,125,120,0
80,0,30,-4,43,49,6,0
83,0,54,0,28,29,0,0
76,5,44,3,32,32,0,0
87,0,54,1,34,33,0,0
80,0,34,-15,43,46,4,0
76,-4,28,-4,39,47,8,0
84,1,38,-10,43,45,2,0
99,0,50,0,43,49,6,1
87,0,50,1,38,38,0,0
95,0,18,3,58,77,20,0
86,0,-40,4,4,128,124,0
85,5,50,-1,34,36,2,0
84,0,54,-4,28,30,2,0
83,0,6,7,46,78,32,0
80,0,38,-22,39,41,2,0
81,0,44,3,37,37,0,0
77,0,36,3,40,41,2,0
97,0,56,0,40,40,0,0
81,0,-42,-2,5,125,120,0
86,0,42,0,42,44,2,0
82,0,-42,0,4,126,122,0
78,6,18,1,23,60,38,1
92,7,46,0,45,45,0,0
77,2,34,-28,40,43,2,0
76,-7,46,9,30,29,0,0
82,2,-12,13,26,95,68,1
86,0,42,11,45,44,0,0
83,0,42,0,40,42,2,0
79,0,36,3,41,43,2,0
83,0,54,0,28,29,2,0
93,2,44,0,49,50,0,0
83,0,44,0,38,39,2,0
81,0,44,9,38,37,0,0
80,0,20,-15,43,59,16,0
83,0,54,-15,27,29,2,0
77,0,24,-1,40,54,14,0
102,0,72,31,1,30,30,0
84,2,-14,-15,4,100,96,0
105,1,70,0,1,35,34,0
76,8,24,-4,39,53,14,0
77,0,38,0,39,39,0,0
84,0,54,0,30,30,0,0
76,4,28,0,40,48,8,0
94,5,38,0,55,55,0,0
76,5,44,8,32,32,0,0
77,0,-20,-3,21,97,76,1
76,0,38,-9,35,37,2,0
80,0,52,29,29,28,0,0
86,0,54,-21,30,32,2,0
110,8,64,0,45,46,0,0
102,0,70,-19,1,32,32,0
76,0,46,16,30,30,0,0
79,0,46,18,33,32,0,0
92,0,18,-9,55,74,20,0
95,0,12,-2,58,82,24,0
78,0,46,0,32,32,0,0
104,0,24,-2,66,80,14,0
82,0,54,7,26,28,2,0
78,0,46,-9,30,32,2,0
81,0,50,0,30,32,2,0
77,1,-10,0,22,88,66,1
79,-2,38,-4,41,41,0,0
107,0,44,-3,62,63,2,0
86,1,46,-12,38,40,2,0
84,-4,-20,0,4,105,100,0
78,0,50,11,29,29,0,0
82,0,46,4,36,35,0,0
95,0,44,-16,40,51,12,1
83,0,42,-3,40,42,2,0
78,0,38,-21,37,39,2,0
107,2,44,-1,62,63,2,0
83,0,54,0,29,28,0,0
76,0,46,0,29,30,0,0
82,3,44,0,37,38,2,0
74,0,34,22,37,41,4,0
77,4,-24,0,22,103,82,1
83,0,46,8,37,37,0,0
95,0,52,28,40,44,4,1
96,0,46,13,41,50,8,1
86,-1,44,-1,42,42,0,0
86,0,46,11,40,39,0,0
79,0,44,-27,33,35,2,0
83,0,52,-2,31,32,0,0
88,0,0,4,4,88,84,0
96,0,38,9,58,57,0,0
83,-2,50,0,33,33,0,0
76,0,30,22,40,45,6,0
77,0,-2,-9,21,79,58,1
81,8,16,0,44,65,22,0
83,0,-46,0,5,130,126,0
85,0,42,0,44,44,0,0
77,0,26,3,21,51,30,1
79,0,46,6,33,32,0,0
77,-2,46,-3,32,31,0,0
86,8,42,0,43,44,2,0
95,0,42,-10,40,54,14,1
76,0,18,-12,40,58,18,0
95,0,42,-29,40,54,14,1
107,0,46,-24,58,60,2,0
79,0,24,28,42,55,14,0
78,-6,42,-2,35,37,2,0
86,0,56,7,31,30,0,0
81,-2,52,0,29,30,0,0
80,0,54,-4,25,26,2,0
86,0,42,-20,42,44,2,0
78,-6,18,-1,23,60,38,1
97,0,44,9,41,53,12,1
76,0,18,-8,40,58,18,0
86,0,-10,2,4,96,92,0
77,0,38,-13,37,39,2,0
76,0,-14,16,21,92,70,1
95,0,46,-23,46,48,2,0
84,0,56,0,27,27,0,0
79,0,44,18,35,35,0,0
82,0,42,-22,38,41,2,0
83,0,44,21,40,39,0,0
77,2,-12,0,41,90,50,0
79,-2,42,14,38,37,0,0
77,0,-2,-24,21,79,58,1
84,0,52,-8,31,32,0,0
77,0,-24,-8,21,103,82,1
86,0,38,-6,46,48,2,0
106,0,30,-4,69,75,6,0
82,0,38,-10,41,43,2,0
78,0,44,0,34,34,0,0
96,0,54,28,40,42,2,0
80,2,12,0,43,67,24,0
84,-1,50,-2,34,35,0,0
80,0,38,-1,40,41,2,0
82,1,46,1,36,35,0,0
96,3,42,0,40,55,14,1
97,3,50,-4,41,48,6,1
79,0,26,0,42,53,12,0
83,0,12,-28,46,70,24,0
78,0,38,-29,37,39,2,0
93,0,10,-5,56,83,26,0
86,0,52,-10,33,34,2,0
86,0,56,16,30,29,0,0
75,0,24,21,38,52,14,0
76,6,42,0,34,35,2,0
77,0,28,942,40,48,8,0
81,-1,44,2,38,37,0,0
80,0,-6,-26,25,88,64,1
82,0,-42,-9,26,126,100,1
93,4,46,0,37,46,8,1
77,0,-22,-8,41,101,60,0
79,0,44,23,35,35,0,0
97,0,20,-3,60,77,16,0
78,0,20,-25,42,57,16,0
79,1,44,-20,33,35,2,0
76,-1,42,0,34,35,2,0
84,5,28,-19,47,55,8,0
77,0,0,-16,40,77,36,0
83,0,50,-10,32,33,2,0
82,0,-4,-8,45,87,42,0
80,0,30,1,43,49,6,0
101,2,50,11,52,52,0,0
78,0,16,-6,22,63,40,1
80,0,38,8,43,41,0,0
80,1,42,0,39,39,0,0
79,0,52,0,26,27,0,0
90,300,6,0,53,85,32,0
92,0,54,-3,37,38,2,0
81,0,-20,7,26,102,76,1
77,0,-4,-21,41,83,42,0
83,0,24,-1,46,60,14,0
80,-3,42,-14,36,39,2,0
99,5,30,0,61,68,6,0
83,0,34,9,46,50,4,0
77,0,42,28,37,36,0,0
82,-3,44,0,38,38,0,0
77,1,38,0,39,38,0,0
77,0,-22,-8,21,100,78,1
77,0,-18,-20,21,95,74,1
88,0,54,0,34,33,0,0
82,0,52,3,31,30,0,0
76,0,38,3,37,37,0,0
81,0,46,0,35,35,0,0
92,0,24,31,55,69,14,0
92,0,16,8,54,76,22,0
80,-2,56,0,23,23,0,0
83,-2,30,-4,46,52,6,0
96,0,38,-12,41,57,16,1
82,0,52,-25,29,30,2,0
86,-7,46,1,41,40,0,0
86,0,42,0,42,44,2,0
84,0,-42,0,5,128,124,0
76,0,42,20,35,34,0,0
78,0,18,-4,41,60,18,0
81,0,38,0,41,43,2,0
77,0,42,1,36,35,0,0
81,-1,44,0,36,37,2,0
81,0,44,15,37,37,0,0
81,-3,52,8,30,30,0,0
93,0,44,0,48,50,2,0
96,0,18,-30,59,78,18,0
79,-4,44,3,36,35,0,0
79,0,8,-1,23,71,48,1
87,0,54,6,34,33,0,0
104,2,18,0,66,86,20,0
75,-3,36,0,38,39,0,0
109,0,64,-2,43,45,2,0
84,0,46,-10,35,37,2,0
83,0,36,-11,45,46,2,0
76,0,-4,91,20,81,62,1
104,-3,28,0,67,75,8,0
98,4,50,9,42,49,6,1
86,0,52,21,35,35,0,0
85,0,-40,4,4,126,122,0
77,0,-18,-12,40,95,54,0
76,0,38,17,38,37,0,0
84,0,52,17,33,32,0,0
81,0,42,-4,38,40,2,0
90,0,44,0,45,46,2,0
86,6,44,23,43,42,0,0
95,-4,50,9,46,46,0,0
81,1,16,0,44,65,22,0
81,0,44,-19,36,37,2,0
98,0,44,22,42,54,12,1
93,5,46,0,37,46,8,1
100,0,36,-8,63,64,2,0
79,4,18,0,23,61,38,1
76,0,46,17,30,29,0,0
84,0,46,0,37,38,2,0
82,0,52,13,31,30,0,0
106,-5,46,-10,58,60,2,0
74,0,28,4,38,46,8,0
82,-2,46,-4,34,35,2,0
78,0,-6,-16,41,86,44,0
81,0,-22,-4,26,105,78,1
84,0,-12,29,4,97,94,0
82,0,18,-10,45,64,18,0
95,0,54,-25,39,41,2,0
77,0,28,0,23,48,26,1
85,-1,42,-8,42,44,2,0
93,0,12,6,37,80,42,1
76,-3,42,-5,34,35,2,0
95,0,44,-28,40,51,12,1
84,1,-42,-20,5,128,124,0
81,0,46,16,36,35,0,0
84,0,56,0,28,28,0,0
96,0,18,6,59,78,18,0
77,0,24,-10,40,54,14,0
96,-4,38,0,40,57,18,1
104,0,26,3,66,78,12,0
83,8,34,0,46,49,2,0
76,0,30,-17,40,45,6,0
86,-3,46,-10,40,39,0,0
98,4,52,-11,42,46,4,1
76,0,42,0,34,35,0,0
88,0,54,12,35,34,0,0
104,0,18,-7,67,86,20,0
78,-5,44,-21,33,34,2,0
95,0,38,0,40,57,18,1
87,0,54,2,34,33,0,0
77,0,42,-12,34,36,2,0
77,2,38,20,39,38,0,0
81,0,24,-1,45,58,14,0
83,0,46,-2,34,36,2,0
76,0,20,-26,39,55,16,0
77,0,46,4,32,31,0,0
88,0,44,7,45,44,0,0
85,-6,54,0,32,31,0,0
75,0,36,21,38,39,0,0
78,0,12,4,23,65,42,1
81,-6,26,-15,45,55,10,0
77,3,16,0,22,62,40,1
77,0,28,0,22,48,26,1
79,1,42,0,36,37,2,0
97,0,46,18,41,50,10,1
106,-3,36,-6,69,69,0,0
88,-1,42,0,45,47,2,0
79,0,46,-2,30,32,2,0
81,0,42,0,39,39,0,0
81,0,50,0,30,32,2,0
88,0,6,-2,4,83,78,0
80,0,52,-3,27,28,2,0
85,0,42,-14,41,44,2,0
89,0,2,-10,4,86,82,0
81,0,50,-8,30,32,2,0
81,0,-10,-29,25,91,66,1
78,0,2,4,23,75,52,1
79,0,12,0,23,66,42,1
78,0,-6,0,41,86,44,0
77,0,30,-1,22,46,24,1
88,0,44,-24,43,44,2,0
78,-5,50,0,28,29,2,0
86,0,46,-1,40,39,0,0
76,6,30,9,39,45,6,0
86,0,56,0,28,30,2,0
109,0,60,-7,48,50,2,0
109,0,62,6,48,47,0,0
93,-4,46,0,46,47,2,0
88,0,50,22,39,39,0,0
92,-6,16,-14,55,77,22,0
106,-1,34,-3,69,72,4,0
78,0,54,6,25,24,0,0
77,0,36,-9,40,41,2,0
79,0,52,0,28,28,0,0
76,0,34,27,39,42,2,0
78,0,50,0,28,29,0,0
81,0,42,1,39,39,0,0
86,1,46,0,39,40,0,0
78,-4,18,0,23,60,38,1
87,0,42,-17,43,46,2,0
97,-3,26,-2,60,71,12,0
80,0,20,4,43,59,16,0
79,0,24,-14,42,55,14,0
86,0,56,-6,27,29,2,0
82,7,52,0,29,30,0,0
86,-10,42,-20,42,44,2,0
95,-5,16,5,58,79,22,0
93,1,20,-1,37,72,34,1
88,0,42,18,48,47,0,0
87,0,44,-22,41,43,2,0
79,0,54,-7,23,24,2,0
77,0,-22,25,21,100,80,1
92,0,54,19,36,38,2,0
96,0,52,-15,40,44,4,1
82,0,44,-16,36,38,2,0
93,5,54,0,37,39,2,0
106,0,30,7,69,75,6,0
86,-4,56,0,30,30,0,0
86,0,42,-12,43,45,2,0
81,0,24,-9,44,57,14,0
108,-6,44,18,64,64,0,0
92,0,56,0,35,35,0,0
81,-7,54,0,27,27,0,0
79,0,6,-4,42,74,32,0
81,0,52,-4,28,30,2,0
81,0,-18,-2,25,99,74,1
